Código del libro,Titulo,Autor,Año de publicación,DOI_Original,Editorial,Abstract,Keywords,"Institución coeditora (separar cada institución con "";"")",Idioma,OpenAlex_ID,OpenAlex_Title,OpenAlex_Author,OpenAlex_Concepts,OpenAlex_Citations,OpenAlex_Similarity,Metodo_Match,Area_Conocimiento,W_Citas,Titulos_Editorial_Area,W_Editorial,Titulo_Final,Autor_Final,Tag,W_Editorial_Norm,W_Citas_Norm
UR00087,Asesoría en el mercado de valores: contexto colombiano y aplicaciones desde las finanzas comportamentales,"E: Alejandro J. Useche, Fernando Juárez",2020,https://doi.org/10.12804/pe9789587844689,Universidad del Rosario,"La asesoría de inversiones es una actividad profesional propia del mercado de valores, que cuenta con alta relevancia y creciente interés, dada su capacidad para contribuir con la protección a los inversionistas y el desarrollo de los mercados financieros. Diversos estudios han demostrado que una asesoría adecuada permite mejorar las elecciones financieras, teniendo efectos positivos de largo plazo sobre el valor y la estabilidad de los portafolios de inversión (ver Montmarquette & Viennot-Briot, 2015; Moreland, 2018; Winchester, Huston & Finke, 2011).Esta actividad toma una relevancia mayor en un entorno cada vez más globalizado, interconectado y volátil, en el que el interés por los productos financieros va en aumento de la mano de mayores niveles de ingresos y de una mejor educación financiera de la población, particularmente en economías en desarrollo. Esto genera la necesidad de fortalecer los mecanismos para que los habitantes puedan tomar decisiones adecuadas con respecto a sus recursos, especialmente si son inversionistas no profesionales. En este sentido, nuevas corrientes como las denominadas finanzas comportamentales (Behavioral Finance) se unen hoy en día a los enfoques tradicionales para realizar procesos de asesoría más precisos, permitiendo elevar la calidad del perfilamiento de los clientes y de los análisis de conveniencia de los productos. De esta manera, las recomendaciones generadas serán relevantes en relación con los intereses y las necesidades particulares de cada cliente.Con el fin de contribuir al desarrollo de la labor de asesoría en Colombia, el Autorregulador del Mercado de Valores —AMV— y la Universidad del Rosario presentan este documento de revisión y reflexión, el cual se divide en cuatro partes. En la primera, se realiza un contexto normativo de la asesoría en el mercado colombiano, analizando los principales aspectos del Decreto 661 de 2018 en lo relacionado con el perfilamiento de productos financieros, el perfilamiento de clientes, el análisis de conveniencia y las recomendaciones de inversión. En la segunda parte se profundiza en las técnicas de perfilamiento de clientes, desde la teoría financiera tradicional y desde el enfoque de las finanzas comportamentales. La tercera parte se ocupa de desarrollar el análisis de conveniencia con base en elementos comportamentales que reflejan los perfiles psicológicos y emocionales de los clientes inversionistas. Finalmente, en la cuarta parte se dan unas consideraciones, a manera de conclusión.",Asesoría; Mercado de valores; Inversionistas,No aplica,Español,https://openalex.org/W3045851942,,,,0,1.0,DOI (Lote),Negocios y Economía,0.0,42,1.3761200115693564,Asesoría en el mercado de valores: contexto colombiano y aplicaciones desde las finanzas comportamentales,Alejandro J. Useche,asesoría mercado valores contexto colombiano aplicaciones finanzas comportamentales asesoría mercado valores contexto colombiano aplicaciones finanzas comportamentales alejandro useche universidaddelrosario universidaddelrosario asesoría mercado valores inversionistas asesoría mercado valores inversionistas asesoría mercado valores inversionistas negocios economía asesoría inversiones actividad profesional propia mercado valores cuenta alta relevancia creciente interés dada capacidad contribuir protección inversionistas desarrollo mercados financieros diversos estudios demostrado asesoría adecuada permite mejorar elecciones financieras efectos positivos largo plazo valor estabilidad portafolios inversión ver montmarquette viennot briot 2015 moreland 2018 winchester huston finke 2011 actividad toma relevancia mayor entorno cada vez globalizado interconectado volátil interés productos financieros aumento mano mayores niveles ingresos mejor educación financiera población particularmente economías desarrollo genera necesidad fortalecer mecanismos habitantes puedan tomar decisiones adecuadas respecto recursos especialmente inversionistas profesionales nuevas corrientes denominadas finanzas comportamentales behavioral finance unen hoy día enfoques tradicionales realizar procesos asesoría precisos permitiendo elevar calidad perfilamiento clientes análisis conveniencia productos manera recomendaciones generadas relevantes relación intereses necesidades particulares cada cliente fin contribuir desarrollo labor asesoría colombia autorregulador mercado valores amv universidad rosario presentan documento revisión reflexión divide cuatro partes primera realiza contexto normativo asesoría mercado colombiano analizando principales aspectos decreto 661 2018 relacionado perfilamiento productos financieros perfilamiento clientes análisis conveniencia recomendaciones inversión segunda parte profundiza técnicas perfilamiento clientes teoría financiera tradicional enfoque finanzas comportamentales tercera parte ocupa desarrollar análisis conveniencia base elementos comportamentales reflejan perfiles psicológicos emocionales clientes inversionistas finalmente cuarta parte dan unas consideraciones manera conclusión,0.5108,0.0
UR00088,Aspectos teórico-prácticos de la firma digital en Colombia y su referente en Latinoamérica,"A: Erick Rincón Cárdenas, Cristian Mendieta Clavijo",2021,https://doi.org/10.12804/urosario9789587847468,Universidad del Rosario,"Alrededor de las firmas electrónicas y digitales, se han formado múltiples conceptos intrínsecos y extrínsecos, que son abordados en este libro, a partir de inquietudes como las siguientes, ¿Qué diferencia hay entre firma digital y certificado digital?, ¿por qué las entidades de certificación digital ofrecen certificados de firmas digitales y no solo la firma digital?, ¿Latinoamérica usa el mismo tipo de firmas digitales?, ¿puede usarse una firma digital para otros propósitos? ¿es una firma electrónica simple igualmente valida a una firma digital? ¿Qué debo verificar cuando recibo un documento firmado digitalmente? estas y otras preguntas son de necesaria respuesta para contribuir a que la sociedad en general, así como los sectores públicos, puedan entender de forma clara lo que significan las firmas digitales. En ese sentido, este libro hace una aproximación de los distintos conceptos legales que se desarrollan alrededor de las firmas digitales con el fin de hacer un aporte para que la sociedad se apropie de ellas.Los autores presentan una comparación legislativa regional, incluyendo España y Estados Unidos, que busca encontrar los puntos en común y disímiles, y cómo cada regulación ha permitido en mayor o menor medida el uso de firmas electrónicas y digitales; así mismo, se pretende establecer puentes que permitan intercambiar firmas por medios electrónicos provenientes de distintos países que faciliten las distintas relaciones en las que se usan.",legislación; firmas digitales; comercio electrónico; protección de datos; seguridad informática; certificados digitales; España; EE. UU,No aplica,Español,https://openalex.org/W3194547851,,,Humanities; Political science,2,1.0,DOI (Lote),Derecho,0.5493061443340549,94,1.4553876891600541,Aspectos teórico-prácticos de la firma digital en Colombia y su referente en Latinoamérica,Erick Rincón Cárdenas,aspectos teórico prácticos firma digital colombia referente latinoamérica aspectos teórico prácticos firma digital colombia referente latinoamérica erick rincón cárdenas universidaddelrosario universidaddelrosario legislación firmas digitales comercio electrónico protección datos seguridad informática certificados digitales españa legislación firmas digitales comercio electrónico protección datos seguridad informática certificados digitales españa legislación firmas digitales comercio electrónico protección datos seguridad informática certificados digitales españa derecho humanities political science alrededor firmas electrónicas digitales formado múltiples conceptos intrínsecos extrínsecos abordados libro partir inquietudes siguientes diferencia firma digital certificado digital entidades certificación digital ofrecen certificados firmas digitales solo firma digital latinoamérica usa mismo tipo firmas digitales puede usarse firma digital propósitos firma electrónica simple igualmente valida firma digital debo verificar recibo documento firmado digitalmente preguntas necesaria respuesta contribuir sociedad general así sectores públicos puedan entender forma clara significan firmas digitales libro hace aproximación distintos conceptos legales desarrollan alrededor firmas digitales fin hacer aporte sociedad apropie autores presentan comparación legislativa regional incluyendo españa unidos busca encontrar puntos común disímiles cómo cada regulación permitido mayor menor medida uso firmas electrónicas digitales así mismo pretende establecer puentes permitan intercambiar firmas medios electrónicos provenientes distintos países faciliten distintas relaciones usan,0.6428,0.2295
UR00089,Atizando el fuego de la paz. Diarios de un bibliotecario en el Caguán,Pablo Iván Galvis Díaz ,2020,https://doi.org/10.12804/th9789587844474,Universidad del Rosario,"Este libro narra la diversidad de crónicas y de metáforas en torno a una apuesta de paz: la cotidianidad de una biblioteca rural, desde una mirada subjetiva del bibliotecario por la paz. Los pormenores de la implementación de un proceso de paz en un tiempo privilegiado —el primer año de los acuerdos; las múltiples miradas a la instalación de un escenario único— una biblioteca rural, llegando a las zonas más apartadas del país; las vicisitudes de una apuesta arriesgada, la de construir escenarios de convivencia, confianza y reconciliación entre poblaciones separadas históricamente por las armas, las ideologías, la política y las necesidades básicas insatisfechas de las poblaciones campesinas de Colombia. El registro de los procesos de acompañamiento en la reinserción de una de las Columnas Móviles más complejas en cuestiones de la guerra de las farc, la cm Teófilo Forero. ","Acuerdos de paz; Conflicto armado - Historia - Colombia; Conflicto armado - Relatos personales - San Vicente del Caguán (Caquetá, Colombia); Violencia - Relatos personales - Colombia",Universidad de La Salle,Español,https://openalex.org/W3034799663,,,Peasant; Perspective (graphical); Politics; Humanities; Sociology; Diversity (politics),0,1.0,DOI (Lote),Ciencias Sociales,0.0,39,1.3688879454113936,Atizando el fuego de la paz. Diarios de un bibliotecario en el Caguán,Pablo Iván Galvis Díaz,atizando fuego paz diarios bibliotecario caguán atizando fuego paz diarios bibliotecario caguán pablo iván galvis díaz universidaddelrosario universidaddelrosario acuerdos paz conflicto armado historia colombia conflicto armado relatos personales san vicente caguán caquetá colombia violencia relatos personales colombia acuerdos paz conflicto armado historia colombia conflicto armado relatos personales san vicente caguán caquetá colombia violencia relatos personales colombia acuerdos paz conflicto armado historia colombia conflicto armado relatos personales san vicente caguán caquetá colombia violencia relatos personales colombia ciencias sociales peasant perspective graphical politics humanities sociology diversity politics libro narra diversidad crónicas metáforas torno apuesta paz cotidianidad biblioteca rural mirada subjetiva bibliotecario paz pormenores implementación proceso paz tiempo privilegiado primer año acuerdos múltiples miradas instalación escenario único biblioteca rural llegando zonas apartadas país vicisitudes apuesta arriesgada construir escenarios convivencia confianza reconciliación poblaciones separadas históricamente armas ideologías política necesidades básicas insatisfechas poblaciones campesinas colombia registro procesos acompañamiento reinserción columnas móviles complejas cuestiones guerra farc teófilo forero,0.4988,0.0
UR00090,Autonomía universitaria y capitalismo cognitivo: una aproximación a la idea de universidad,Esther Juliana Vargas Arbeláez,2021,https://doi.org/10.12804/urosario9789587847741,Universidad del Rosario,"Este libro aborda la idea de la universidad en tiempos del capitalismo cognitivo; trabaja el diagnóstico recurrente de la crisis de la universidad por cuenta de la mercantilización del saber, la taylorización de los procesos universitarios y la cooptación estructural de la universidad por parte del sistema productivo, y defiende que si se asume la búsqueda de autonomía universitaria como un horizonte abierto, entonces ello se dará en relación con las coacciones del mercado y abrirá la posibilidad de que se planteen alternativas a la universidad-en-los-bordes, en fuga o nómada. Así, el libro apuesta por reivindicar la reapropiación del conocimiento en el mundo universitario, es decir, por afirmar la institución universitaria, a partir de una reflexión sobre el conocimiento como horizonte de la acción política, sobre la autonomía y sobre la necesidad de la institución del conocimiento.",Educación superior; Universidades – Aspectos sociales; Autonomía universitaria; Administración universitaria,No aplica,Español,https://openalex.org/W3207405308,,,Humanities; Philosophy,1,1.0,DOI (Lote),Educación,0.3465735902799726,21,1.3091042453358317,Autonomía universitaria y capitalismo cognitivo: una aproximación a la idea de universidad,Esther Juliana Vargas Arbeláez,autonomía universitaria capitalismo cognitivo aproximación idea universidad autonomía universitaria capitalismo cognitivo aproximación idea universidad esther juliana vargas arbeláez universidaddelrosario universidaddelrosario educación superior universidades aspectos sociales autonomía universitaria administración universitaria educación superior universidades aspectos sociales autonomía universitaria administración universitaria educación superior universidades aspectos sociales autonomía universitaria administración universitaria educación humanities philosophy libro aborda idea universidad tiempos capitalismo cognitivo trabaja diagnóstico recurrente crisis universidad cuenta mercantilización saber taylorización procesos universitarios cooptación estructural universidad parte sistema productivo defiende asume búsqueda autonomía universitaria horizonte abierto entonces ello dará relación coacciones mercado abrirá posibilidad planteen alternativas universidad bordes fuga nómada así libro apuesta reivindicar reapropiación conocimiento mundo universitario decir afirmar institución universitaria partir reflexión conocimiento horizonte acción política autonomía necesidad institución conocimiento,0.3992,0.1448
UR00091,"Autoridades regulatorias, soft law administrativo y jurisprudencia","Natalia Rocio Franco Fuquen, Manuel Alberto Restrepo Medina",2021,https://doi.org/10.12804/urosario9789587846126,Universidad del Rosario,"El objetivo de la presente obra consiste en identificar el uso por parte de los órganos de cierre de la jurisdicción constitucional y administrativa de instrumentos del soft law para decidir en derecho sus providencias en materia de autoridades regulatorias a partir del año 2003. Mediante un estudio exhaustivo que inicia con la reflexión de las diversas transformaciones del Estado tras el fin de la Guerra Fría, que está marcado por el fenómeno de la globalización, atravesando por una revisión juiciosa de las diversas implicaciones conceptuales y teóricas sobre el soft law y las autoridades administrativas independientes. Lo anterior deriva en un estudio sistematizado de las diversas providencias proferidas por el Consejo de Estado y la Corte Constitucional. En ese sentido, este trabajo expone una visión actual y amplia del desarrollo del fenómeno del soft law como agente transformador del derecho administrativo colombiano dentro de un proceso de repensamiento del rol del Estado en las dinámicas sociales, jurídicas y políticas. Se espera que el lector pueda acceder a nuevas nociones de la materia, además de tener una aproximación multimodal de las más recientes tendencias del derecho administrativo en entornos desconocidos que suponen retos organizacionales para el Estado. ",derecho administrativo; soft law administrativo; globalización; autoridad administrativa independiente; Estado regulador; principio de legalidad; sistema de fuentes,No aplica,Español,https://openalex.org/W3132775861,,,Political science; State (computer science); Law; Transformative learning; Politics; Subject (documents); Public law; Comparative law; Administrative law; Constitutional law; Globalization; Meditation; Common law,0,1.0,DOI (Lote),Derecho,0.0,94,1.4553876891600541,"Autoridades regulatorias, soft law administrativo y jurisprudencia",Natalia Rocio Franco Fuquen,autoridades regulatorias soft law administrativo jurisprudencia autoridades regulatorias soft law administrativo jurisprudencia natalia rocio franco fuquen universidaddelrosario universidaddelrosario derecho administrativo soft law administrativo globalización autoridad administrativa independiente regulador principio legalidad sistema fuentes derecho administrativo soft law administrativo globalización autoridad administrativa independiente regulador principio legalidad sistema fuentes derecho administrativo soft law administrativo globalización autoridad administrativa independiente regulador principio legalidad sistema fuentes derecho political science state computer science law transformative learning politics subject documents public law comparative law administrative law constitutional law globalization meditation common law objetivo presente obra consiste identificar uso parte órganos cierre jurisdicción constitucional administrativa instrumentos soft law decidir derecho providencias materia autoridades regulatorias partir año 2003 mediante estudio exhaustivo inicia reflexión diversas transformaciones tras fin guerra fría marcado fenómeno globalización atravesando revisión juiciosa diversas implicaciones conceptuales teóricas soft law autoridades administrativas independientes anterior deriva estudio sistematizado diversas providencias proferidas consejo corte constitucional trabajo expone visión actual amplia desarrollo fenómeno soft law agente transformador derecho administrativo colombiano dentro proceso repensamiento rol dinámicas sociales jurídicas políticas espera lector pueda acceder nuevas nociones materia además tener aproximación multimodal recientes tendencias derecho administrativo entornos desconocidos suponen retos organizacionales,0.6428,0.0
UR00092,"Autorizaciones ambientales: licencias, permisos y concesiones en la realidad colombiana",A: Gloria Amparo Rodríguez,2020,No disponible,Universidad del Rosario,"En virtud de dicha obligación, y teniendo en cuenta que los recursos naturales se constituyen en patrimonio de la Nación colombiana, la normativa ha definido como una contribución al ejercicio de la planificación, los principios, procedimientos e instrumentos que posibilitan, a través de las licencias, permisos y concesiones ambientales, el aprovechamiento de los recursos, siempre que se garantice su uso eficiente, su conservación y ordenamiento, así como la protección y prevención de daños. En ese contexto, la presente obra busca abordar las particularidades, dificultades y visiones alrededor de las autorizaciones ambientales. Para ello, parte por presentar una serie de principios fundamentales en materia de protección del entorno, los cuales, pese a su generalidad, constituyen parámetros a los que deben ajustarse los comportamientos de los sujetos del ordenamiento jurídico nacional e internacional. Así mismo, analiza las licencias y los principales permisos ambientales, hace algunas reflexiones sobre el régimen de responsabilidad administrativa sancionatoria ambiental, contenido en la Ley 1333 de 2009, y termina con unas conclusiones que recopilan in genere lo observado.",Derecho ambiental; conservación ambiental; autorizaciones ambientales; responsabilidad administrativa,Legis,Español,,,,,0,0.0,No Encontrado,Derecho,0.0,94,1.4553876891600541,"Autorizaciones ambientales: licencias, permisos y concesiones en la realidad colombiana",Gloria Amparo Rodríguez,autorizaciones ambientales licencias permisos concesiones realidad colombiana autorizaciones ambientales licencias permisos concesiones realidad colombiana gloria amparo rodríguez universidaddelrosario universidaddelrosario derecho ambiental conservación ambiental autorizaciones ambientales responsabilidad administrativa derecho ambiental conservación ambiental autorizaciones ambientales responsabilidad administrativa derecho ambiental conservación ambiental autorizaciones ambientales responsabilidad administrativa derecho virtud dicha obligación cuenta recursos naturales constituyen patrimonio nación colombiana normativa definido contribución ejercicio planificación principios procedimientos instrumentos posibilitan través licencias permisos concesiones ambientales aprovechamiento recursos siempre garantice uso eficiente conservación ordenamiento así protección prevención daños contexto presente obra busca abordar particularidades dificultades visiones alrededor autorizaciones ambientales ello parte presentar serie principios fundamentales materia protección entorno cuales pese generalidad constituyen parámetros deben ajustarse comportamientos sujetos ordenamiento jurídico nacional internacional así mismo analiza licencias principales permisos ambientales hace reflexiones régimen responsabilidad administrativa sancionatoria ambiental contenido ley 1333 2009 termina unas conclusiones recopilan genere observado,0.6428,0.0
UR00093,"Beatriz González. Entre la violencia, el dolor y la memoria",Jorge Eduardo Urueña López,2022,https://doi.org/10.12804/urosario9789587849134,Universidad del Rosario,"Este libro presenta los significativos aportes visuales y plásticos, en materia de lenguaje, que ha realizado la maestra Beatriz González en la comprensión del fenómeno de la violencia en Colombia y sus correlatos históricos con el conflicto armado en el país. Si bien, la artista decide pintar aquello a lo que se enfrenta en su vida cotidiana, no deja de lado la posibilidad de hacer una crítica basada en el tratamiento del color, la forma y los planos con los que se habla de una guerra, los actores que la han vivido y las cicatrices que dejó en cada uno de ellos. Beatriz González, entre la violencia, el dolor y la memoria es un manuscrito que busca la apertura de consciencia colectiva frente a un estado social de derecho lesionado por la guerra, de una comunidad que se acostumbró y naturalizó la violencia como parte de la vida cotidiana y de unos actores que siguen viviendo del dolor ajeno. En este libro podrán encontrar las relaciones de sentido y sensibles que se han tejido entre la violencia, el arte contemporáneo y los medios de comunicación durante las últimas décadas del siglo XX y las siguientes del siglo XXI. La pregunta por la violencia aguarda en ella misma el significado del porqué se debe redescubrir el horizonte histórico, especialmente sensible y memorial, que ha narrado este país latinoamericano en su último siglo de vida.","González, Beatriz 1930; Crítica e interpretación; Trabajos pictóricos; Violencia en el arte; Arte colombiano; Mujeres en el arte; Pintores colombianos",No aplica,Español,https://openalex.org/W4226209170,,,Humanities; Art,0,1.0,DOI (Lote),Arte,0.0,19,1.299573227355399,"Beatriz González. Entre la violencia, el dolor y la memoria",Jorge Eduardo Urueña López,beatriz gonzález violencia dolor memoria beatriz gonzález violencia dolor memoria jorge eduardo urueña lópez universidaddelrosario universidaddelrosario gonzález beatriz 1930 crítica interpretación trabajos pictóricos violencia arte arte colombiano mujeres arte pintores colombianos gonzález beatriz 1930 crítica interpretación trabajos pictóricos violencia arte arte colombiano mujeres arte pintores colombianos gonzález beatriz 1930 crítica interpretación trabajos pictóricos violencia arte arte colombiano mujeres arte pintores colombianos arte humanities art libro presenta significativos aportes visuales plásticos materia lenguaje realizado maestra beatriz gonzález comprensión fenómeno violencia colombia correlatos históricos conflicto armado país bien artista decide pintar aquello enfrenta vida cotidiana deja lado posibilidad hacer crítica basada tratamiento color forma planos habla guerra actores vivido cicatrices dejó cada beatriz gonzález violencia dolor memoria manuscrito busca apertura consciencia colectiva frente social derecho lesionado guerra comunidad acostumbró naturalizó violencia parte vida cotidiana actores siguen viviendo dolor ajeno libro podrán encontrar relaciones sensibles tejido violencia arte contemporáneo medios comunicación últimas décadas siglo siguientes siglo xxi pregunta violencia aguarda misma significado porqué debe redescubrir horizonte histórico especialmente sensible memorial narrado país latinoamericano último siglo vida,0.3834,0.0
UR00094,Bitácora de política exterior colombiana. Balance de la política exterior de Iván Duque y horizontes para el gobierno Petro,"
Andrés Molano-Rojas Federmán Antonio Rodríguez Morales",2023,https://doi.org/10.12804/urosario9789585002401,Universidad del Rosario,"Este libro constituye un balance anual que recoge las perspectivas de tomadores de decisión, diplomáticos, empresarios, representantes de gre¬mios empresariales, periodistas, representantes de organizacio¬nes no gubernamentales (ONG) y académicos, sobre las decisiones, las acciones y las estrategias que los gobiernos colombianos han tomado en materia de política exterior. Este volumen brinda un balance de la política exterior del gobierno Duque, en especial lo concer¬niente a las prioridades temáticas y las relaciones bilaterales y multilaterales de esta administración. Las cuestiones temáticas incluyen el manejo de la crisis regional suscitada por la masiva migración venezolana, la posición en torno al Acuerdo de Paz con las Fuerzas Armadas Revolucionarias de Colombia (FARC), la definición de las agendas de seguridad y defensa, ambiental y de inserción económica, y la defensa jurídica del Estado en el marco de los litigios con Nicaragua ante la Corte Internacional de Justicia. El análisis de las relaciones bilaterales y regionales, que tiene en cuenta las grandes transformaciones globales, incluye la relación estratégica con los Estados Unidos y las posiciones e interacciones de Colombia con América Latina, la Unión Europea y Asia-Pacífico. Desde sus respectivas áreas de experticia, los autores presentan un balance y hacen recomendaciones para el gobierno del presidente Petro y, en algunos casos, para los gobiernos que lo sucederán. Estas recomendaciones oscilan entre las inmediatas y aquellas más estructurales que, a su juicio, el gobierno Petro y los siguientes deberían considerar, de acuerdo con lo sucedido en los últimos años y con el lugar de Colombia en la escena internacional.",ciencia política; análisis político; relaciones internacionales; negociaciones internacionales; cambio de gobierno; tomadores de decisión; political science; political analysis; international relations; international negotiations; change of government; decision makers.,No aplica,Español,https://openalex.org/W4387145758,,,Political science; Humanities,0,1.0,DOI (Lote),Ciencias Políticas,0.0,43,1.3784189633918262,Bitácora de política exterior colombiana. Balance de la política exterior de Iván Duque y horizontes para el gobierno Petro,Andrés Molano-Rojas Federmán Antonio Rodríguez Morales,bitácora política exterior colombiana balance política exterior iván duque horizontes gobierno petro bitácora política exterior colombiana balance política exterior iván duque horizontes gobierno petro andrés molano rojas federmán antonio rodríguez morales universidaddelrosario universidaddelrosario ciencia política análisis político relaciones internacionales negociaciones internacionales cambio gobierno tomadores decisión political science political analysis international relations international negotiations change government decision makers ciencia política análisis político relaciones internacionales negociaciones internacionales cambio gobierno tomadores decisión political science political analysis international relations international negotiations change government decision makers ciencia política análisis político relaciones internacionales negociaciones internacionales cambio gobierno tomadores decisión political science political analysis international relations international negotiations change government decision makers ciencias políticas political science humanities libro constituye balance anual recoge perspectivas tomadores decisión diplomáticos empresarios representantes gre mios empresariales periodistas representantes organizacio nes gubernamentales ong académicos decisiones acciones estrategias gobiernos colombianos tomado materia política exterior volumen brinda balance política exterior gobierno duque especial concer niente prioridades temáticas relaciones bilaterales multilaterales administración cuestiones temáticas incluyen manejo crisis regional suscitada masiva migración venezolana posición torno acuerdo paz fuerzas armadas revolucionarias colombia farc definición agendas seguridad defensa ambiental inserción económica defensa jurídica marco litigios nicaragua corte internacional justicia análisis relaciones bilaterales regionales cuenta grandes transformaciones globales incluye relación estratégica unidos posiciones interacciones colombia américa latina unión europea asia pacífico respectivas áreas experticia autores presentan balance hacen recomendaciones gobierno presidente petro casos gobiernos sucederán recomendaciones oscilan inmediatas aquellas estructurales juicio gobierno petro siguientes deberían considerar acuerdo sucedido últimos años lugar colombia escena internacional,0.5146,0.0
UR00095,"Caficultores informados, cultivando confianza en las entidades financieras. Cartilla informativa: protección al consumidor financiero","María Juliana Rubiano-Lizarazo, Ángela María Astudillo, María Fernanda Urueña, Henry Andrés Gómez, Nicolás Garcés, Fabio Alejandro Boada Martínez, Nelly Barragán, Marina Cuéllar, Elsa Barragán, Myriam Urrea, Bertilda Triana, Juan Pablo Rivera, Yolanda Barrera, Yaned García, Enriqueta Bolaños, Jose Miguel Alfonso Bejarano, Aracely Rojas, Norberto Méndez, Roberney Caicedo, Flor Reinoso, Lorena Oviedo",2023,https://doi.org/10.12804/urosario9789585000285,Universidad del Rosario,"Esta  cartilla se construyó junto con hogares cafeteros de los departamentos del
Huila y del Tolima que participaron en las actividades desarrolladas por el
equipo del proyecto Informalidad Financiera Rural, liderado por la Alianza EFI
(Economía Formal e Inclusiva). En dos talleres de creación conjunta, el equipo
de investigación y los hogares cafeteros codiseñaron su contenido. Los aportes
de los caficultores, su voz y sus sugerencias fueron centrales para adecuar la
cartilla a la realidad rural cafetera. Los hogares comprobaron que el lenguaje,
el contenido y las explicaciones fueran apropiados para la comunidad cafetera.",caficultores; informes financieros; Huila; Tolima; informalidad financiera; cultivo de café,No aplica,Español,https://openalex.org/W4385672457,,,Humanities; Political science,0,1.0,DOI (Lote),Negocios y Economía,0.0,42,1.3761200115693564,"Caficultores informados, cultivando confianza en las entidades financieras. Cartilla informativa: protección al consumidor financiero",María Juliana Rubiano-Lizarazo,caficultores informados cultivando confianza entidades financieras cartilla informativa protección consumidor financiero caficultores informados cultivando confianza entidades financieras cartilla informativa protección consumidor financiero maría juliana rubiano lizarazo universidaddelrosario universidaddelrosario caficultores informes financieros huila tolima informalidad financiera cultivo café caficultores informes financieros huila tolima informalidad financiera cultivo café caficultores informes financieros huila tolima informalidad financiera cultivo café negocios economía humanities political science cartilla construyó junto hogares cafeteros departamentos huila tolima participaron actividades desarrolladas equipo proyecto informalidad financiera rural liderado alianza efi economía formal inclusiva talleres creación conjunta equipo investigación hogares cafeteros codiseñaron contenido aportes caficultores voz sugerencias centrales adecuar cartilla realidad rural cafetera hogares comprobaron lenguaje contenido explicaciones apropiados comunidad cafetera,0.5108,0.0
UR00096,Cambio climático y desarrollo sostenible en Colombia,Lina Muñoz Ávila,2023,https://doi.org/10.12804/urosario9789585001978,Universidad del Rosario,"Este libro presenta un análisis de la Agenda 2030, sus Objetivos de Desarrollo Sostenible y los compromisos del Acuerdo de París en el contexto colombiano, así como los retos que supone su implementación conjunta. La obra examina las relaciones políticas, económicas, jurídicas y sociales del cambio climático y el desarrollo sostenible en Colombia a través de once capítulos desarrollados por expertos en la materia. Se estudian los avances de dichos instrumentos en el país a la luz de la política pública y la normatividad. En los capítulos uno a seis tienen un abordaje internacional y nacional en el que se interpretan las sinergias entre las agendas, así como el rol de las instituciones públicas y los factores habilitadores en su cumplimiento. De otro lado, en los capítulos siete a once, se hace un énfasis territorial en donde se exploran experiencias regionales y locales",cambio climático; Objetivos de Desarrollo Sostenible; Acuerdo de París; crecimiento verde; factores habilitadores; protección del medio ambiente; prevención y control,No aplica,Español,https://openalex.org/W4385672454,,,Humanities; Political science,4,1.0,DOI (Lote),Derecho,0.8047189562170501,94,1.4553876891600541,Cambio climático y desarrollo sostenible en Colombia,Lina Muñoz Ávila,cambio climático desarrollo sostenible colombia cambio climático desarrollo sostenible colombia lina muñoz ávila universidaddelrosario universidaddelrosario cambio climático objetivos desarrollo sostenible acuerdo parís crecimiento verde factores habilitadores protección medio ambiente prevención control cambio climático objetivos desarrollo sostenible acuerdo parís crecimiento verde factores habilitadores protección medio ambiente prevención control cambio climático objetivos desarrollo sostenible acuerdo parís crecimiento verde factores habilitadores protección medio ambiente prevención control derecho humanities political science libro presenta análisis agenda 2030 objetivos desarrollo sostenible compromisos acuerdo parís contexto colombiano así retos supone implementación conjunta obra examina relaciones políticas económicas jurídicas sociales cambio climático desarrollo sostenible colombia través capítulos desarrollados expertos materia estudian avances dichos instrumentos país luz política pública normatividad capítulos seis abordaje internacional nacional interpretan sinergias agendas así rol instituciones públicas factores habilitadores cumplimiento lado capítulos siete hace énfasis territorial exploran experiencias regionales locales,0.6428,0.3362
